reg_id,cell_viability,processing_date,comment,RNA isolation kit,Kit lot number,Elution vol (ul),Macrophage RNA Tube ID,Macrophage RNA Tube Location Box ID,Date of RNA QC,RNA volume for QC,RIN,RNA concentration (pg/ul),TS comment,TechCore comment,Sequence?,TapeStation assay type,ul for 250 pg,Complete?,Library prep date,Sample,RNA Tube ID,Library prep plate,RNAseq batch
subject_4418,66.9,,,,,,,,,,,,,,,,,,,,,,
subject_3148,32.9,2020-03-23,,,,,,,,,,,,,,,,,,,,,
subject_7718,76.0,,,,,,,,,,,,,,,,,,,,,,
subject_8232,76.2,,,,,,,,,,,,,,,,,,,,,,
subject_2636,74.3,,,,,,,,,,,,,,,,,,,2636-SMP-02,,,
subject_4385,40.5,2021-11-13,,,,,,,,,6.4,44.8,,,No,,,,,,,,
subject_2444,65.1,2020-04-23,,QIAGEN RNeasy Micro,160052304.0,12.0,301574361.0,TS01064421,2020-04-23,1.0,,29.0,RNA concentration outside recommended range for RINe; RINe edited,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Pico RNA,3.02,Complete,2020-05-26,2444-SMP-04,301574361.0,E1,SCRIPT_RNAseq_Batch_02
subject_5506,67.9,2020-11-10,,QIAGEN RNeasy Micro,170220164.0,18.0,300440824.0,TS01069817,2020-11-11,1.0,7.5,188.9,RNA concentration outside recommended range for RINe; RINe edited,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",No,HSRNA,1.24,Complete,2020-11-28,5506-SMP-08,300440824.0,A1,SCRIPT_RNAseq_Batch_01
subject_7604,63.6,,,,,,,,,,,,,,,,,,,,,,
subject_3933,42.8,2019-02-23,,QIAGEN RNeasy Plus Micro,160052304.0,14.0,303963120.0,TS01063219,2019-02-24,3.0,9.1,213.6,RNA concentration outside recommended range for RINe; RINe edited,ok,No,Pico RNA,2.18,Partial,2019-03-14,3933-SMP-04,303963120.0,H1,SCRIPT_RNAseq_Batch_01
subject_7833,54.9,2021-04-25,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",QIAGEN RNeasy Micro,160047191.0,18.0,303972207.0,TS01063219,2021-04-28,1.0,,586.0,RNA concentration outside recommended range for RINe,ok,Yes,Standard RNA,7.56,Complete,2021-05-16,7833-SMP-02,303972207.0,A1,SCRIPT_RNAseq_Batch_01
subject_7338,59.4,,,,,,,,,,,,,,No,,,,,,,,
subject_5796,76.7,,,,,,,,,,,,,,,,,,,,,,
subject_6307,65.7,,,,,,,,,,,,,,,,,,,,,,
subject_7541,68.3,2017-02-09,,QIAGEN RNeasy Micro,160052304.0,14.0,304095102.0,TS01069817,2017-02-09,3.0,,1226.0,RNA concentration outside recommended range for RINe,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Standard RNA,7.93,Partial,2017-02-19,7541-SMP-03,304095102.0,D1,SCRIPT_RNAseq_Batch_03
subject_2562,76.1,,,,,,,,,,,,,,,,,,,,,,
subject_8628,61.5,,,QIAGEN RNeasy Plus Micro,161004778.0,14.0,302980798.0,TS01063219,,,,,,,,,,,,8628-SMP-03,302980798.0,,
subject_4202,51.6,2022-09-07,Sample extremely-mucous like; small yield in cells and insufficient amount to sort,QIAGEN RNeasy Micro,161004778.0,16.0,304985736.0,TS01069817,2022-09-08,2.0,,107.6,ok,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Standard RNA,0.07,Complete,2022-10-06,4202-SMP-09,304985736.0,H1,SCRIPT_RNAseq_Batch_04
subject_4782,,,,,,,,,,,,,,,No,,,,,,,,
subject_2677,61.7,2016-09-23,All 7 mL of sample were processed - cell count was too low to sort,,,,,,,,,,,,,,,,,,,,
subject_8245,90.9,,,,,,,,,,,,,,,,,,,,,,
subject_8425,52.0,,,,,,,,,,,,,,,,,,,,,,
subject_3213,52.3,,,QIAGEN RNeasy Plus Micro,160052304.0,14.0,,,,,5.8,55.0,,,No,,,,,,,,
subject_4368,39.4,2020-09-11,Sample extremely-mucous like; small yield in cells and insufficient amount to sort,QIAGEN RNeasy Micro,160047191.0,14.0,302123847.0,TS01063219,2020-09-12,1.0,,379.8,RNA concentration outside recommended range for RINe; RINe edited,Use for sequencing.,Yes,HSRNA,1.33,Complete,2020-09-21,4368-SMP-08,302123847.0,A1,SCRIPT_RNAseq_Batch_02
subject_7826,64.1,,,,,,,,,,,,,,,,,,,,,,
subject_6200,73.0,2023-03-01,,QIAGEN RNeasy Plus Micro,160052304.0,16.0,,,,,,,,,,,,,,,,,
subject_8391,,2018-08-01,,Norgen Single Cell RNA kit,170220164.0,14.0,303740786.0,TS01064421,2018-08-02,2.0,6.1,25123.6,RNA concentration outside recommended range for RINe; RINe edited,ok,No,HSRNA,2.39,Complete,2018-08-31,8391-SMP-04,303740786.0,H1,SCRIPT_RNAseq_Batch_04
subject_2946,60.4,2021-07-17,RNA concentration outside recommended range for RINe,QIAGEN RNeasy Micro,161004778.0,14.0,304159453.0,TS01064421,2021-07-17,1.0,7.6,307.5,ok,ok,Yes,Standard RNA,8.19,Complete,2021-07-31,2946-SMP-01,304159453.0,G1,SCRIPT_RNAseq_Batch_01
subject_6738,73.5,2019-03-21,,QIAGEN RNeasy Micro,161004778.0,18.0,301023034.0,TS01063219,2019-03-23,3.0,,44.2,,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Pico RNA,7.93,Partial,2019-04-05,6738-SMP-01,301023034.0,F1,SCRIPT_RNAseq_Batch_03
subject_2553,35.6,2021-01-04,,,,,,,,,,,,,,,,,,,,,
subject_4691,67.6,,,,,,,,,,,,,,,,,,,,,,
subject_6429,49.0,2019-10-07,All 7 mL of sample were processed - cell count was too low to sort,QIAGEN RNeasy Micro,160047191.0,12.0,301334392.0,TS01063219,2019-10-10,3.0,,1087.1,RNA concentration outside recommended range for RINe,ok,Yes,Standard RNA,3.63,Complete,2019-11-11,6429-SMP-09,301334392.0,A1,SCRIPT_RNAseq_Batch_04
subject_2276,68.8,,,,,,,,,,,,,,,,,,,,,,
subject_7879,75.0,2019-01-30,RNA concentration outside recommended range for RINe,QIAGEN RNeasy Micro,161004778.0,14.0,301565951.0,TS01069817,2019-02-01,1.0,,10591.1,ok,Use for sequencing.,Yes,Standard RNA,5.88,Complete,2019-02-14,7879-SMP-08,301565951.0,A1,SCRIPT_RNAseq_Batch_03
subject_2657,51.0,,,,,,,,,,,,,,,,,,,,,,
subject_8786,68.2,2025-06-05,,,,,,,,,,,,,,,,,,,,,
subject_4418,93.5,2016-09-26,Sample extremely viscous; was diluted with MACs buffer prior to filtering (no supernatant sample collected),,,,,,,,8.9,30.8,,,Yes,,,,,,,,
subject_7727,79.7,2016-07-31,RNA concentration outside recommended range for RINe,QIAGEN RNeasy Plus Micro,160052304.0,16.0,301213739.0,TS01069817,2016-08-03,1.0,,116.2,,ok,Yes,HSRNA,7.13,Complete,2016-08-20,7727-SMP-00,301213739.0,G1,SCRIPT_RNAseq_Batch_02
subject_7297,65.2,,,QIAGEN RNeasy Plus Micro,160052304.0,12.0,,,,,,,,,,,,,,,,,
subject_4541,67.9,2020-09-14,,Norgen Single Cell RNA kit,160047191.0,16.0,,,,,,,,,,,,,,,,,
subject_8727,39.8,,,,,,,,,,,,,,,,,,,,,,
subject_5700,89.1,2020-06-13,RNA concentration outside recommended range for RINe,Norgen Single Cell RNA kit,160052304.0,16.0,303875821.0,TS01064421,2020-06-16,3.0,,6141.8,,Use for sequencing.,Yes,HSRNA,0.82,Complete,2020-06-23,5700-SMP-04,303875821.0,D1,SCRIPT_RNAseq_Batch_02
subject_7406,97.4,,,,,,,,,,,,,,,,,,,,,,
subject_2301,79.6,,,,,,,,,,,,,,,,,,,,,,
subject_4783,44.4,,,Norgen Single Cell RNA kit,170220164.0,12.0,,,,,,,,,,,,,,,,,
subject_8806,82.1,,Sample extremely-mucous like; small yield in cells and insufficient amount to sort,,,,,,,,,,,,,,,,,,,,
subject_8620,44.4,2020-01-19,,QIAGEN RNeasy Plus Micro,160052304.0,18.0,304832417.0,TS01064421,2020-01-20,1.0,8.6,52.9,ok,Use for sequencing.,Yes,Pico RNA,4.54,Complete,2020-01-30,8620-SMP-08,304832417.0,G1,SCRIPT_RNAseq_Batch_04
subject_3374,37.8,,,,,,,,,,,,,,,,,,,,,,
subject_4275,,,,,,,,,,,,,,,,,,,,4275-SMP-04,,,
subject_4927,31.1,2021-01-22,,,,,,,,,,,,,,,,,,,,,
subject_6675,54.7,,,,,,,,,,,,,,,,,,,,,,
subject_3794,57.8,2018-10-04,,Norgen Single Cell RNA kit,160047191.0,16.0,303231397.0,TS01069817,2018-10-06,1.0,6.6,8953.6,ok,Use for sequencing.,Yes,Standard RNA,8.11,Partial,2018-10-18,3794-SMP-03,303231397.0,D1,SCRIPT_RNAseq_Batch_03
subject_8748,46.5,,,,,,,,,,,,,,,,,,,,,,
subject_4701,78.3,2016-12-25,,QIAGEN RNeasy Plus Micro,160052304.0,12.0,302772428.0,TS01063219,2016-12-28,2.0,7.2,2213.5,RNA concentration outside recommended range for RINe,Use for sequencing.,Yes,Standard RNA,1.44,Partial,2017-01-04,4701-SMP-03,302772428.0,E1,SCRIPT_RNAseq_Batch_01
subject_8905,89.8,2021-11-03,Sample extremely viscous; was diluted with MACs buffer prior to filtering (no supernatant sample collected),QIAGEN RNeasy Micro,161004778.0,18.0,301641386.0,TS01064421,2021-11-03,3.0,7.6,10199.6,RNA concentration outside recommended range for RINe,Use for sequencing.,Yes,Pico RNA,1.77,Complete,2021-11-29,8905-SMP-03,301641386.0,F1,SCRIPT_RNAseq_Batch_02
subject_4991,53.2,,,,,,,,,,,,,,,,,,,,,,
subject_4434,59.1,2020-07-24,,,,,,,,,,,,,,,,,,,,,
subject_7846,,,,,,,,,,,,,,,,,,,,,,,
subject_3694,59.5,,,,,,,,,,,,,,,,,,,,,,
subject_7656,81.2,2023-10-16,RNA concentration outside recommended range for RINe,QIAGEN RNeasy Micro,161004778.0,18.0,300577141.0,TS01064421,2023-10-18,1.0,8.9,18769.5,RNA concentration outside recommended range for RINe; RINe edited,Use for sequencing.,Yes,HSRNA,7.93,Complete,2023-10-26,7656-SMP-04,300577141.0,D1,SCRIPT_RNAseq_Batch_01
subject_8222,49.9,,,QIAGEN RNeasy Plus Micro,160052304.0,14.0,,,,,,,,,,,,,,,,,
subject_4038,54.6,2017-08-26,,,,,,,,,,,,,,,,,,,,,
subject_7048,59.6,,,,,,,,,,,,,,,,,,,,,,
subject_7148,58.7,,Sample extremely-mucous like; small yield in cells and insufficient amount to sort,Norgen Single Cell RNA kit,170220164.0,16.0,300222161.0,TS01064421,,,,,,,,,,,,7148-SMP-08,300222161.0,,
subject_8145,91.0,,,,,,,,,,,,,,,,,,,,,,
subject_3955,51.5,2017-04-02,,,,,,,,,,,,,,,,,,,,,
subject_6450,69.2,,,,,,,,,,,,,,,,,,,,,,
subject_8082,,,,,,,,,,,,,,,,,,,,8082-SMP-01,,,
subject_3324,70.5,,,,,,,,,,,,,,,,,,,,,,
subject_6698,56.2,,,,,,304026038.0,TS01064421,,,,,,,,,,,,6698-SMP-02,304026038.0,,
subject_2005,83.1,,,QIAGEN RNeasy Plus Micro,160047191.0,12.0,,,,,,,,,,,,,,,,,
subject_6428,97.0,,,,,,,,,,,,,,,,,,,,,,
subject_7645,63.7,,,,,,,,,,,,,,,,,,,,,,
subject_4160,38.6,2019-05-05,,,,,304600340.0,TS01069817,,,,,,,,,,,,4160-SMP-08,304600340.0,,
subject_6386,99.0,,,,,,,,,,,,,,,,,,,6386-SMP-07,,,
subject_7544,,,RNA concentration outside recommended range for RINe,,,,301810301.0,TS01064421,,,,,,,,,,,,7544-SMP-08,301810301.0,,
subject_2362,77.8,,,,,,,,,,,,,,,,,,,,,,
subject_6178,37.2,,,,,,,,,,,,,,,,,,,,,,
subject_6747,73.5,2019-12-31,RNA concentration outside recommended range for RINe,,,,300822606.0,TS01069817,,,,,,,,,,,,6747-SMP-02,300822606.0,,
subject_4054,64.4,2017-04-05,,,,,,,,,,,,,,,,,,,,,
subject_5408,49.1,2022-01-06,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",QIAGEN RNeasy Micro,170220164.0,14.0,300694968.0,TS01064421,2022-01-08,2.0,,7804.1,,Use for sequencing.,Yes,HSRNA,5.67,Partial,2022-02-05,5408-SMP-01,300694968.0,H1,SCRIPT_RNAseq_Batch_03
subject_2951,73.7,,,,,,,,,,,,,,,,,,,2951-SMP-08,,,
subject_2187,,,,,,,,,,,,,,,,,,,,,,,
subject_3895,72.9,,,,,,,,,,,,,,,,,,,,,,
subject_3413,51.1,,,,,,300297699.0,TS01069817,,,9.5,169.5,,,Yes,,,,,3413-SMP-03,300297699.0,,
subject_5935,57.0,,,,,,,,,,,,,,No,,,,,,,,
subject_7125,54.3,2018-06-17,,Norgen Single Cell RNA kit,170220164.0,16.0,302992530.0,TS01064421,2018-06-17,1.0,,26948.1,RNA concentration outside recommended range for RINe,ok,Yes,HSRNA,3.31,Partial,2018-07-07,7125-SMP-01,302992530.0,G1,SCRIPT_RNAseq_Batch_01
subject_8060,81.3,,,,,,,,,,,,,,,,,,,,,,
subject_3523,67.9,2020-02-26,,,,,,,,,,,,,,,,,,,,,
subject_2061,86.2,2021-02-03,,,,,,,,,,,,,,,,,,,,,
subject_7609,62.7,,,,,,,,,,,,,,,,,,,,,,
subject_5402,74.7,,,,,,,,,,,,,,,,,,,,,,
subject_8924,24.8,,,,,,,,,,,,,,,,,,,8924-SMP-08,,,
subject_7016,56.8,,,,,,,,,,,,,,,,,,,,,,
subject_7626,56.2,,,,,,,,,,,,,,,,,,,,,,
subject_2832,72.9,2020-07-21,,,,,,,,,,,,,,,,,,,,,
subject_8792,75.8,2022-10-22,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Norgen Single Cell RNA kit,160052304.0,18.0,304922758.0,TS01069817,2022-10-25,3.0,6.9,17503.6,RNA concentration outside recommended range for RINe; RINe edited,ok,Yes,HSRNA,8.09,Partial,2022-11-02,8792-SMP-07,304922758.0,F1,SCRIPT_RNAseq_Batch_04
subject_4174,72.2,,,,,,,,,,,,,,,,,,,,,,
subject_7341,87.9,,,,,,,,,,,,,,,,,,,,,,
subject_3302,,,,,,,,,,,,,,,No,,,,,,,,
subject_6803,53.5,2018-05-21,,,,,,,,,,,,,,,,,,,,,
subject_7872,59.2,2020-04-06,All 7 mL of sample were processed - cell count was too low to sort,Norgen Single Cell RNA kit,160047191.0,14.0,301790242.0,TS01063219,2020-04-08,2.0,,66.9,RNA concentration outside recommended range for RINe; RINe edited,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,HSRNA,7.73,Partial,2020-04-30,7872-SMP-03,301790242.0,H1,SCRIPT_RNAseq_Batch_01
subject_7861,43.7,2020-06-25,,,,,,,,,,,,,,,,,,,,,
subject_3565,57.7,2021-10-19,,,,,,,,,,,,,,,,,,,,,
subject_8395,67.7,,,,,,,,,,,,,,,,,,,8395-SMP-01,,,
subject_4861,79.4,2019-08-17,,QIAGEN RNeasy Plus Micro,161004778.0,14.0,304242214.0,TS01069817,2019-08-17,3.0,,80.9,RNA concentration outside recommended range for RINe; RINe edited,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Pico RNA,4.58,Complete,2019-09-15,4861-SMP-08,304242214.0,F1,SCRIPT_RNAseq_Batch_03
subject_2965,70.9,,,,,,,,,,,,,,,,,,,,,,
subject_8275,81.8,,,,,,,,,,,,,,,,,,,,,,
subject_8831,84.4,,,,,,,,,,,,,,,,,,,,,,
subject_7443,70.3,,All 7 mL of sample were processed - cell count was too low to sort,,,,,,,,,,,,,,,,,,,,
subject_6911,47.0,2020-10-02,,QIAGEN RNeasy Plus Micro,160047191.0,16.0,303214730.0,TS01064421,2020-10-05,3.0,,2623.0,ok,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Standard RNA,0.25,Partial,2020-10-18,6911-SMP-08,303214730.0,G1,SCRIPT_RNAseq_Batch_01
subject_6045,48.7,,,,,,,,,,,,,,,,,,,,,,
subject_3137,,,,,,,,,,,,,,,,,,,,,,,
subject_3374,92.4,,,,,,,,,,,,,,,,,,,,,,
subject_6343,54.5,,,,,,,,,,,,,,,,,,,6343-SMP-05,,,
subject_8692,55.2,2021-02-22,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Norgen Single Cell RNA kit,161004778.0,18.0,302186030.0,TS01063219,2021-02-23,3.0,9.4,103.1,RNA concentration outside recommended range for RINe; RINe edited,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Pico RNA,5.73,Partial,2021-03-18,8692-SMP-07,302186030.0,D1,SCRIPT_RNAseq_Batch_03
subject_4678,66.9,,,,,,,,,,,,,,,,,,,,,,
subject_2287,58.9,,,,,,,,,,,,,,,,,,,,,,
subject_8616,70.5,,,,,,,,,,,,,,,,,,,,,,
subject_6983,78.3,,,,,,,,,,,,,,,,,,,,,,
subject_3912,,2019-03-03,,,,,,,,,,,,,,,,,,,,,
subject_6890,42.3,2020-05-03,Sample extremely-mucous like; small yield in cells and insufficient amount to sort,,,,,,,,,,,,,,,,,,,,
subject_8082,99.0,,,,,,,,,,,,,,No,,,,,8082-SMP-00,,,
subject_7996,55.4,,Sample extremely-mucous like; small yield in cells and insufficient amount to sort,,,,,,,,,,,,,,,,,,,,
subject_4749,30.9,,,,,,,,,,,,,,,,,,,,,,
subject_8638,79.5,,,,,,,,,,,,,,,,,,,,,,
subject_8471,80.1,,,,,,,,,,,,,,,,,,,,,,
subject_3666,59.1,,,,,,,,,,,,,,,,,,,3666-SMP-00,,,
subject_4418,84.0,2016-11-09,RNA concentration outside recommended range for RINe,Norgen Single Cell RNA kit,170220164.0,12.0,302477702.0,TS01064421,2016-11-11,1.0,,11846.2,RNA concentration outside recommended range for RINe; RINe edited,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",No,HSRNA,5.51,Partial,2016-12-08,4418-SMP-06,302477702.0,G1,SCRIPT_RNAseq_Batch_02
subject_3507,37.2,2022-07-10,"Traces look ok, decent 18S and 28S peaks. Use for sequencing.",QIAGEN RNeasy Micro,161004778.0,18.0,302829865.0,TS01064421,2022-07-12,3.0,,8724.5,,ok,No,Standard RNA,2.91,Complete,2022-07-20,3507-SMP-06,302829865.0,D1,SCRIPT_RNAseq_Batch_04
subject_6886,64.9,,All 7 mL of sample were processed - cell count was too low to sort,,,,,,,,,,,,,,,,,,,,
subject_5856,81.2,,,,,,,,,,,,,,,,,,,,,,
subject_8977,42.5,,,,,,,,,,,,,,,,,,,,,,
subject_3302,75.9,,,,,,,,,,,,,,,,,,,,,,
subject_3724,54.3,,,,,,,,,,,,,,,,,,,,,,
subject_7742,49.6,,,,,,,,,,,,,,,,,,,,,,
subject_2210,71.8,2023-06-14,,Norgen Single Cell RNA kit,170220164.0,12.0,302961446.0,TS01064421,2023-06-16,3.0,,98.6,RNA concentration outside recommended range for RINe,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",No,Pico RNA,6.32,Partial,2023-07-12,2210-SMP-02,302961446.0,F1,SCRIPT_RNAseq_Batch_04
subject_8598,60.2,2016-01-28,,QIAGEN RNeasy Micro,170220164.0,12.0,302922135.0,TS01064421,2016-01-28,1.0,,144.3,ok,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",No,Pico RNA,5.39,Complete,2016-02-23,8598-SMP-01,302922135.0,C1,SCRIPT_RNAseq_Batch_04
subject_5918,30.3,2019-09-14,,QIAGEN RNeasy Plus Micro,161004778.0,18.0,301589679.0,TS01063219,2019-09-16,2.0,,95.3,RNA concentration outside recommended range for RINe,ok,Yes,Pico RNA,0.2,Partial,2019-10-04,5918-SMP-00,301589679.0,C1,SCRIPT_RNAseq_Batch_03
subject_4174,70.6,2016-07-29,,Norgen Single Cell RNA kit,170220164.0,18.0,303351326.0,TS01063219,2016-07-31,3.0,7.4,902.5,RNA concentration outside recommended range for RINe,ok,Yes,Pico RNA,4.46,Complete,2016-08-28,4174-SMP-07,303351326.0,C1,SCRIPT_RNAseq_Batch_04
subject_7570,62.3,,,,,,,,,,,,,,,,,,,,,,
subject_5362,72.8,,,,,,,,,,,,,,,,,,,,,,
subject_6346,95.6,,,,,,,,,,,,,,,,,,,,,,
subject_3621,49.5,,,,,,,,,,,,,,,,,,,,,,
subject_7539,24.5,2019-11-02,,,,,,,,,,,,,,,,,,,,,
subject_7362,58.8,,,,,,,,,,,,,,,,,,,,,,
subject_5108,63.5,,,,,,,,,,,,,,,,,,,,,,
subject_3104,,2021-01-26,,QIAGEN RNeasy Micro,170220164.0,16.0,301794194.0,TS01063219,2021-01-27,1.0,8.0,566.3,RNA concentration outside recommended range for RINe; RINe edited,ok,Yes,Standard RNA,0.39,Complete,2021-02-15,3104-SMP-02,301794194.0,H1,SCRIPT_RNAseq_Batch_02
subject_4105,52.7,2019-07-06,,QIAGEN RNeasy Plus Micro,170220164.0,16.0,,,,,,,,,,,,,,,,,
subject_4826,38.2,2020-08-10,,Norgen Single Cell RNA kit,160047191.0,12.0,,,,,8.1,32.7,,,No,,,,,,,,
subject_3989,59.4,,,,,,,,,,,,,,,,,,,,,,
subject_5423,82.0,2024-11-15,,,,,,,,,,,,,,,,,,,,,
subject_2387,54.9,,,,,,,,,,,,,,,,,,,,,,
subject_5643,,,,,,,,,,,,,,,,,,,,,,,
subject_3770,71.7,,,,,,,,,,,,,,,,,,,,,,
subject_5500,68.4,,,,,,,,,,,,,,,,,,,,,,
subject_8602,62.8,2020-01-06,,,,,,,,,,,,,,,,,,,,,
subject_6988,29.2,,,,,,,,,,,,,,,,,,,,,,
subject_7461,80.5,2020-01-21,Sample extremely-mucous like; small yield in cells and insufficient amount to sort,Norgen Single Cell RNA kit,170220164.0,14.0,304464489.0,TS01063219,2020-01-22,2.0,,182.6,RNA concentration outside recommended range for RINe; RINe edited,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,HSRNA,0.43,Complete,2020-02-25,7461-SMP-09,304464489.0,D1,SCRIPT_RNAseq_Batch_02
subject_3867,42.6,2018-09-23,,,,,,,,,,,,,,,,,,,,,
subject_4083,74.0,2018-08-15,,,,,,,,,,,,,,,,,,,,,
subject_5582,53.8,2020-10-03,,,,,301723498.0,TS01063219,,,6.7,40.5,,,No,,,,,5582-SMP-00,301723498.0,,
subject_4646,99.0,2019-07-14,,QIAGEN RNeasy Plus Micro,170220164.0,18.0,303833063.0,TS01063219,2019-07-14,2.0,,702.0,ok,ok,Yes,Standard RNA,6.0,Partial,2019-08-15,4646-SMP-00,303833063.0,D1,SCRIPT_RNAseq_Batch_04
subject_2287,87.3,2017-07-06,,QIAGEN RNeasy Micro,160052304.0,18.0,301559413.0,TS01063219,2017-07-08,2.0,9.1,3430.4,,ok,Yes,HSRNA,4.43,Partial,2017-07-24,2287-SMP-02,301559413.0,E1,SCRIPT_RNAseq_Batch_04
subject_2886,80.2,2017-11-26,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",QIAGEN RNeasy Plus Micro,160047191.0,18.0,301313617.0,TS01063219,2017-11-28,1.0,8.7,12920.6,,ok,Yes,Pico RNA,0.79,Complete,2017-12-25,2886-SMP-01,301313617.0,F1,SCRIPT_RNAseq_Batch_02
subject_2958,75.3,2021-12-25,,,,,,,,,,,,,,,,,,,,,
subject_2768,60.8,,,Norgen Single Cell RNA kit,170220164.0,16.0,303785226.0,TS01063219,,,,,,,,,,,,2768-SMP-03,303785226.0,,
subject_7761,73.9,2022-07-14,,Norgen Single Cell RNA kit,161004778.0,12.0,304975045.0,TS01064421,2022-07-15,2.0,,325.6,ok,ok,Yes,Pico RNA,0.41,Complete,2022-07-28,7761-SMP-06,304975045.0,E1,SCRIPT_RNAseq_Batch_04
subject_3635,54.7,2023-07-05,RNA concentration outside recommended range for RINe,,,,302388754.0,TS01064421,,,,,,,,,,,,3635-SMP-07,302388754.0,,
subject_7676,57.8,,,,,,,,,,,,,,,,,,,,,,
subject_7609,67.7,,,,,,,,,,,,,,,,,,,,,,
subject_7269,65.1,,,,,,,,,,,,,,,,,,,,,,
subject_2724,49.0,,,,,,,,,,,,,,,,,,,,,,
subject_6300,57.3,2023-05-08,,,,,,,,,,,,,,,,,,,,,
subject_5804,38.7,2016-01-03,Sample extremely viscous; was diluted with MACs buffer prior to filtering (no supernatant sample collected),Norgen Single Cell RNA kit,170220164.0,12.0,,,,,6.9,4966.7,,,Yes,,,,,,,,
subject_4560,42.8,2022-04-18,,,,,302535106.0,TS01063219,,,6.5,1904.8,,,No,,,,,4560-SMP-05,302535106.0,,
subject_3371,45.1,,,,,,,,,,,,,,,,,,,,,,
subject_3068,59.2,,,,,,,,,,,,,,,,,,,,,,
subject_8100,56.9,2017-01-08,"Traces look ok, decent 18S and 28S peaks. Use for sequencing.",Norgen Single Cell RNA kit,170220164.0,12.0,302657538.0,TS01064421,2017-01-11,2.0,8.6,98.0,RNA concentration outside recommended range for RINe; RINe edited,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,Standard RNA,3.63,Partial,2017-01-18,8100-SMP-08,302657538.0,C1,SCRIPT_RNAseq_Batch_03
subject_4560,,2021-03-18,,QIAGEN RNeasy Micro,161004778.0,18.0,302673538.0,TS01063219,2021-03-18,1.0,9.5,2476.3,RNA concentration outside recommended range for RINe; RINe edited,Use for sequencing.,Yes,Standard RNA,6.33,Complete,2021-04-14,4560-SMP-00,302673538.0,B1,SCRIPT_RNAseq_Batch_04
subject_2972,55.7,2018-02-25,RNA concentration outside recommended range for RINe,Norgen Single Cell RNA kit,170220164.0,14.0,303410019.0,TS01069817,2018-02-26,2.0,,446.2,RNA concentration outside recommended range for RINe,ok,Yes,Standard RNA,3.29,Complete,2018-03-31,2972-SMP-04,303410019.0,B1,SCRIPT_RNAseq_Batch_03
subject_6864,65.2,2021-05-02,,,,,,,,,,,,,,,,,,,,,
subject_2844,69.8,2017-08-28,,,,,300710717.0,TS01063219,,,7.8,733.8,,,Yes,,,,,2844-SMP-06,300710717.0,,
subject_7609,54.3,,,,,,,,,,,,,,,,,,,,,,
subject_8727,87.0,2021-02-09,,,,,,,,,,,,,,,,,,,,,
subject_3962,73.4,2021-11-15,,,,,,,,,,,,,,,,,,,,,
subject_2908,72.3,,,,,,,,,,,,,,,,,,,,,,
subject_6346,,,Sample extremely-mucous like; small yield in cells and insufficient amount to sort,,,,,,,,,,,,,,,,,,,,
subject_7228,,2017-09-24,,,,,,,,,,,,,,,,,,,,,
subject_8753,,2022-10-04,,,,,,,,,,,,,,,,,,,,,
subject_3287,20.1,,,,,,,,,,,,,,,,,,,,,,
subject_2416,67.8,2019-03-16,,,,,,,,,,,,,,,,,,,,,
subject_3223,99.0,,,,,,,,,,,,,,,,,,,,,,
subject_8388,50.3,2018-05-21,,QIAGEN RNeasy Plus Micro,170220164.0,16.0,304297890.0,TS01064421,2018-05-22,3.0,8.0,796.5,RNA concentration outside recommended range for RINe; RINe edited,"Low concentration, almost no 18S and 28S peaks. Use for sequencing (serial sample).",Yes,HSRNA,7.2,Complete,2018-05-28,8388-SMP-07,304297890.0,F1,SCRIPT_RNAseq_Batch_04
subject_4434,65.4,2021-02-19,Sample extremely viscous; was diluted with MACs buffer prior to filtering (no supernatant sample collected),QIAGEN RNeasy Plus Micro,161004778.0,12.0,301180836.0,TS01069817,2021-02-22,3.0,6.4,28647.3,RNA concentration outside recommended range for RINe; RINe edited,ok,Yes,HSRNA,2.21,Complete,2021-03-22,4434-SMP-07,301180836.0,C1,SCRIPT_RNAseq_Batch_03
